kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
     524211	Belanja Perjalanan Dinas Biasa - Luar Negeri	0		0	331500000		A
	    -     Perjalanan mahasiswa magang  [5 MHS x 10 PRODI x 1 PP]	50	OK	2000000	100000000		
	    -     Lumpsum x 10 PRODI x 5 HR]  [5 OR x 10 PRODI x 5 HR]	250	OH	926000	231500000		
   055	Pelaksanaan Kegiatan Penjaminan Mutu	0		0	3987180000		
      A	Upgrading Auditor	0		0	118640000		
     521119	Belanja Barang Operasional Lainnya	0		0	8000000		A
	    -     Honor narasumber  [1 OR x 2 JAM x 2 HR x 2 KEG]	8	OJ	1000000	8000000		
     521211	Belanja Bahan	0		0	48840000		A
	    -     Konsumsi peserta upgrading auditor  [33 PRODI x 2 OR x 2 HR x 2 KEG]	264	OK	35000	9240000		
	    -     Materi kegiatan  [33 PRODI x 2 OR x 2 EKS x 2 KEG]	264	BH	150000	39600000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	61800000		A
	    -     Uang harian fullboard peserta  [33 PRODI x 2 OR x 2 HR x 2 KEG]	264	OH	150000	39600000		
	    -     Transport narasumber  [1 OR x 2 KA]	2	OJ	2000000	4000000		
	    -     Transport peserta dalam kota  [6 PRODI x 2 OR x 2 KEG]	24	OR	150000	3600000		
	    -     Transport peserta kampus magelang  [4 PRODI x 2 OR x 2 KEG]	16	OR	250000	4000000		
	    -     Transport peserta kampus pekalongan  [1 PRODI x 2 ORG x 2 KEG]	4	OR	300000	1200000		
	    -     Transport peserta kampus blora  [2 PRODI x 2 OR x 2 KEG]	8	OR	300000	2400000		
	    -     Transport peserta kampus Purwokerto  [5 PRODI x 2 OR x 2 KEG]	20	OR	350000	7000000		
      B	Persiapan Akreditasi/Pengakuan Internasional	0		0	621160000		
     521211	Belanja Bahan	0		0	72760000		A
	> Self Assesment	0		0	72760000		
	    -     konsumsi peserta closing meeting  [80 OR x 1 KEG]	80	OK	35000	2800000		
	 >> Workshop Penulisan Self Assesment Report (SAR)	0		0	26235000		
	    -     Konsumsi peserta  [5 OR x 33 PRODI x 3 HR]	495	OK	53000	26235000		
	 >>     Workshop Action for Improvement	0		0	17490000		
	    -     Konsumsi peserta  [5 OR x 33 PRODI x 2 HR]	330	OK	53000	17490000		
	 >> Workshop penyusunan panduan, prosedur dan instruksi kerja	0		0	26235000		
	    -     Konsumsi peserta  [5 OR x 33 PROSI x 3 HR]	495	OK	53000	26235000		
     521213	Belanja Honor Output Kegiatan	0		0	64000000		A
	> Workshop Penulisan Self Assesment Report (SAR)	0		0	64000000		
	    -     Honor narasumber  [3 OR x 8 JAM]	24	OH	1000000	24000000		
	 >> Workshop Action for Improvement	0		0	16000000		
	    -     Honor narasumber  [2 OR x 8 JAM]	16	OK	1000000	16000000		
	 >> Workshop penyusunan panduan, prosedur dan instruksi kerja	0		0	24000000		
	    -     Honor narasumber  [3 OR x 8 JAM]	24	OJ	1000000	24000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	484400000		A
	> Self Assesment	0		0	484400000		
	    -     Biaya penginapan surveilance  [4 OR x 2 MLM x 1 KEG]	8	OK	375000	3000000		
	    -     Transport supervisor  [2 OR x 5 LOK]	10	OK	350000	3500000		
	    -     uang harian supervisor  [2 OR x 2 HR x 5 LOK]	20	OH	350000	7000000		
	    -     transport closing meeting peserta luar kota  [40 OR x 1 KEG]	40	OK	350000	14000000		
	    -     uang harian peserta  [40 OR x 1 HR x 1 KEG]	40	OH	130000	5200000		
	    -     transport perjalanan keluar negeri  [2 OR x 2 KEG]	4	OK	5000000	20000000		
	    -     Lumpsum perjalanan keluar negeri  [2 OR x 2 KEG x 3 HR]	12	OH	1000000	12000000		
	 >> Workshop Penulisan Self Assesment Report (SAR)	0		0	156000000		
	    -     Transport peserta dalam kota  [5 OR x 20 PRODI]	100	OK	150000	15000000		
	    -     Transport peserta luar kota  [5 OR x 13 PRODI]	65	OK	350000	22750000		
	    -     Uang harian rapat dalam kota lebih dari 8 jam  [5 OR x 20 PRODI x 3 HR]	300	OH	130000	39000000		
	    -     Uang harian fullboard luar kota  [5 OR x 13 PRODI x 3 HR]	195	OH	130000	25350000		
	    -     Transport narasumber  [3 OR x 1 PP]	3	OK	1500000	4500000		
	    -     Penginapan narasumber  [3 OR x 2 MLM]	6	OH	650000	3900000		
	    -     Penginapan peserta luar kota  [5 OR x 13 PRODI x 2 MLM]	130	OK	350000	45500000		
	 >> Workshop Action for Improvement	0		0	107700000		
	    -     Transport peserta dalam kota  [5 OR x 20 PRODI]	100	OK	150000	15000000		
	    -     Transport peserta luar kota  [5 OR x 13 PRODI]	65	OK	350000	22750000		
	    -     Uang harian rapat dalam kota lebih dari 8 jam  [5 OR x 20 PRODI x 2 HR]	200	OH	130000	26000000		
	    -     Uang harian fullboard luar kota  [5 OR x 13 PRODI x 2 HR]	130	OH	130000	16900000		
	    -     Transport narasumber  [2 OR x 1 PP]	2	OK	1500000	3000000		
	    -     Penginapan narasumber  [2 OR x 1 MLM]	2	OK	650000	1300000		
	    -     Penginapan peserta luar kota  [5 OR x 13 PRODI x 1 MLM]	65	OK	350000	22750000		
	 >> Workshop penyusunan prosedur, panduan dan instruksi kerja	0		0	156000000		
	    -     Transport peserta dalam kota  [5 OR x 20 PRODI]	100	OK	150000	15000000		
	    -     Transport peserta luar kota  [5 OR x 13 PRODI]	65	OK	350000	22750000		
	    -     Uang harian rapat dalam kota lebih dari 8 jam  [5 OR x 20 PRODI x 3 HR]	300	OH	130000	39000000		
	    -     Uang harian fullboard luar kota  [5 OR x 13 PRODI x 3 HR]	195	OH	130000	25350000		
	    -     Transport narasumber  [3 OR x 1 PP]	3	OK	1500000	4500000		
	    -     Penginapan narasumber  [3 OR x 2 MLM]	6	OK	650000	3900000		
	    -     Penginapan peserta luar kota  [5 OR x 13 PRODI x 2 MLM]	130	OK	350000	45500000		
      C	Rapat Tinjauan Manajemen (RTM)	0		0	95895000		
     521211	Belanja Bahan	0		0	10395000		A
	    -     Biaya konsumsi pertemuan dalam kantor  [33 PRODI x 3 ORG x 3 KEG]	297	OK	35000	10395000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	85500000		A
	    -     Uang harian fullboard peserta  [33 PRODI x 3 OR x 3 KEG]	297	OH	150000	44550000		
	    -     Transport peserta dalam kota  [6 PRODI x 3 OR x 3 KEG]	54	OR	150000	8100000		
	    -     Transport peserta kampus magelang  [4 PRODI x 3 OR x 3 KEG]	36	OR	250000	9000000		
	    -     Transport peserta kampus pekalongan  [1 PRODI x 3 ORG x 3 KEG]	9	OR	300000	2700000		
	    -     Transport peserta kampus blora  [2 PRODI x 3 OR x 3 KEG]	18	OR	300000	5400000		
	    -     Transport peserta kampus Purwokerto  [5 PRODI x 3 ORG x 3 KEG]	45	OR	350000	15750000		
      D	Audit Mutu Internal (AMI)	0		0	32200000		
     521211	Belanja Bahan	0		0	3300000		A
	    -     Penggandaan borang audit  [33 PRODI x 1 PKT x 2 KEG]	66	PKT	50000	3300000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	28900000		A
	    -     Transport auditor dalam kota  [6 PRODI x 1 OR x 2 KEG]	12	OR	150000	1800000		
	    -     Transport auditor kampus magelang  [4 PRODI x 1 OR x 2 KEG]	8	OR	250000	2000000		
	    -     Transport auditor kampus pekalongan  [1 PRODI x 1 ORG x 2 KEG]	2	OR	300000	600000		
	    -     Transport auditor kampus blora  [2 PRODI x 1 OR x 2 KEG]	4	OR	300000	1200000		
	    -     Transport peserta kampus Purwokerto  [5 PRODI x 1 ORG x 2 KEG]	10	OR	350000	3500000		
	    -     Uang harian auditor dan supervisor  [33 PRODI x 1 OR x 2 HR x 2 KEG]	132	OH	150000	19800000		
      E	Verifikasi AMI	0		0	11490000		
     521211	Belanja Bahan	0		0	990000		A
	    -     Penggandaan borang audit  [33 PRODI x 1 PKT x 2 KEG]	66	PKT	15000	990000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	10500000		A
	    -     uang harian auditor  [15 OR x 2 KEG x 1 HR]	30	OH	150000	4500000		
	    -     transport auditor  [15 OR x 2 KEG]	30	OK	200000	6000000		
      F	Audit Mutu External (AME)	0		0	118500000		
     521211	Belanja Bahan	0		0	3300000		A
	    -     Penggandaan borang audit  [33 PRODI x 1 PKT x 2 KEG]	66	PKT	50000	3300000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	97000000		A
	    -     Biaya surveilance dari eksternal	1	PKT	97000000	97000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	18200000		A
	    -     Biaya penginapan  [4 OR x 2 MLM]	8	OK	375000	3000000		
	    -     Transport auditor  [4 OR x 5 KEG x 1 KL]	20	OK	200000	4000000		
	    -     Transport Supervisor  [7 OR x 5 KEG x 1 KL]	35	OK	200000	7000000		
	    -     Uang Harian fullboard supervisor  [7 OR x 2 KA x 2 HR x 2 KEG x 2 HR]	28	OH	150000	4200000		
      G	Benchmarking program pendidkan	0		0	849750000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	849750000		A
	    -     Uang harian peserta  [5 OR x 33 PRODI x 3 HR]	495	OH	450000	222750000		
	    -     Transport  [5 OR x 33 PRODI x 1 PP]	165	OK	2500000	412500000		
	    -     Akomodasi  [5 ORG x 33 PRODI x 2 MLM]	330	OH	650000	214500000		
      H	Rapat Tim penjaminan Mutu	0		0	30700000		
     521211	Belanja Bahan	0		0	6100000		A
	    -     konsumsi rapat  [6 KEG x 10 OR]	60	OK	35000	2100000		
	    -     penggandaan dokumen  [60 UNIT x 1 PKT]	60	PKT	50000	3000000		
	    -     Materi  [25 OR x 2 KEG x 1 PKT]	50	PKT	20000	1000000		
     521213	Belanja Honor Output Kegiatan	0		0	21600000		A
	    -     Honor narasumber  [6 KEG x 1 OR x 4 JAM]	24	OJ	900000	21600000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	3000000		A
	    -     Transport narasumber  [1 OR x 6 KEG]	6	OK	500000	3000000		
      I	Seminar  internasional	0		0	104850000		
     521211	Belanja Bahan	0		0	49350000		A
	    -     Biaya konsumsi seminar  [1 KEG x 350 OR x 1 HR]	350	OR	47000	16450000		
	    -     Biaya konsumsi seminar  [1 KEG x 350 OR x 2 HR]	700	OR	47000	32900000		
     522151	Belanja Jasa Profesi	0		0	48000000		A
	    -     Biaya narasumber  [4 OR x 4 JAM x 2 KL]	32	OJ	1500000	48000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	7500000		A
	    -     Tansport Narasumber  [3 OR x 1 PP]	3	OK	2500000	7500000		
      J	Workshop review/penyusunan prosedur akademik dan non akademik'	0		0	100300000		
     521211	Belanja Bahan	0		0	16800000		A
	    -     penggandaan materi  [2 KEG x 70 OR x 1 BUKU]	140	BH	50000	7000000		
	    -     konsumsi  [70 OR x 2 KEG x 2 HR]	280	OK	35000	9800000		
     521213	Belanja Honor Output Kegiatan	0		0	40500000		A
	    -     Honor Narasumber  [3 OR x 2 JM x 1 KL x 9 JUR]	54	OK	750000	40500000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	43000000		A
	    -     transport peserta luar kota  [35 OR x 2 KEG]	70	OK	200000	14000000		
	    -     transport narasumber  [2 OR x 2 KEG]	4	OK	2000000	8000000		
	    -     uang harian peserta  [35 OR x 2 HR x 2 KEG]	140	OH	150000	21000000		
      K	Item Development test	0		0	36950000		
     521211	Belanja Bahan	0		0	1550000		A
	    -     Foto copy bahan	62	SET	25000	1550000		
     522151	Belanja Jasa Profesi	0		0	12000000		A
	    -     Narasumber / Pembahas Utama  [2 OR x 8 JAM x 1 KEG]	16	OJ	750000	12000000		
     524114	Belanja Perjalanan Dinas Paket Meeting Dalam Kota	0		0	23400000		A
	    -     Tiket Nara sumber  [1 OR x 1 KL x 1 PP]	1	OK	1000000	1000000		
	    -     Taxi bandara Semarang  [1 OR x 1 KL x 2 PP]	2	OK	50000	100000		
	    -     Uang Harian  [1 OR x 33 PRODI x 2 HR x 1 KL]	66	OK	150000	9900000		
	    -     Biaya Konsumsi Peserta  [1 OR x 33 PRODI x 2 HR x 1 KL]	66	OH	50000	3300000		
	    -     Transport peserta dalam kota  [6 PRODI x 1 OR x 2 KEG]	12	OR	150000	1800000		
	    -     Transport  peserta kampus magelang  [4 PRODI x 1 OR x 2 KEG]	8	OR	250000	2000000		
	    -     Transport peserta kampus pekalongan  [1 PRODI x 1 ORG x 2 KEG]	2	OR	300000	600000		
	    -     Transport  peserta kampus blora  [2 PRODI x 1 OR x 2 KEG]	4	OR	300000	1200000		
	    -     Transport peserta kampus Purwokerto  [5 PRODI x 1 ORG x 2 KEG]	10	OR	350000	3500000		
      L	Survey Kepuasan Pelanggan Internal dan Eksternal	0		0	34150000		
     521211	Belanja Bahan	0		0	1200000		A
	    -     penggandaan kuisioner pelanggan eksternal  [100 EKS x 10 LBR]	1000	LBR	150	150000		
	    -     penggandaan kuisioner pelanngan internal  [1000 EKS x 7 LBR]	7000	LBR	150	1050000		
     521213	Belanja Honor Output Kegiatan	0		0	19450000		A
	    -     honor stakeholder  [100 OR x 1 KEG]	100	OK	100000	10000000		
	    -     Honor surveyor  [9 OR x 3 BLN]	27	OK	350000	9450000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	13500000		A
	    -     transport surveyor (pelanggan eksternal)  [20 LOK x 1 OR]	20	OK	200000	4000000		
	    -     uang harian surveyor  [7 LOK x 1 OR x 2 HR]	14	OH	150000	2100000		
	    -     uang harian surveyor (pelanggan eksternal)  [20 LOK x 1 OR x 2 HR]	40	OH	150000	6000000		
	    -     transport surveyor (pelanggan internal)  [7 LOK x 1 OR]	7	OK	200000	1400000		
      M	Partisipasi Kegiatan Workshop/Pelatihan	0		0	51600000		
     521119	Belanja Barang Operasional Lainnya	0		0	26000000		A
	    -     Kontribusi Peserta Kegiatan PT SGS  [1 KEG x 2 OR]	2	OK	7500000	15000000		
	    -     Kontribusi Peserta Kegiatan Nasional  [2 KEG x 2 OR]	4	OK	1500000	6000000		
	    -     Konstribusi Peserta Kegiatan Regional  [2 KEG x 2 OR]	4	OK	1250000	5000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	25600000		A
	    -     Perjalanan Luar Pulau  [2 KEG x 2 OR]	4	OK	3000000	12000000		
	    -     perjalanan regional  [2 KEG x 2 OR]	4	OK	500000	2000000		
	    -     uang harian peserta  [6 KEG x 2 OR x 2 HR]	24	OH	150000	3600000		
	    -     Perjalanan ke Jakarta  [4 OR x 1 KEG]	4	OK	2000000	8000000		
      N	Workshop Penyusunan Kurikulum Internasional	0		0	47100000		
     521211	Belanja Bahan	0		0	12000000		A
	    -     Materi  [60 OR x 2 KEG x 1 BUKU]	120	BH	30000	3600000		
	    -     Konsumsi peserta  [60 OR x 2 HR x 2 KEG]	240	OK	35000	8400000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	35100000		A
	    -     uang harian peserta  [60 OR x 2 HR]	120	OH	150000	18000000		
	    -     transport narasumber  [2 OR x 2 KEG]	4	OK	2000000	8000000		
	    -     Transport peserta dalam kota  [6 PRODI x 1 OR x 2 KEG]	12	OR	150000	1800000		
	    -     Transport  peserta kampus magelang  [4 PRODI x 1 OR x 2 KEG]	8	OR	250000	2000000		
	    -     Transport peserta kampus pekalongan  [1 PRODI x 1 ORG x 2 KEG]	2	OR	300000	600000		
	    -     Transport  peserta kampus blora  [2 PRODI x 1 OR x 2 KEG]	4	OR	300000	1200000		
	    -     Transport peserta kampus Purwokerto  [5 PRODI x 1 ORG x 2 KEG]	10	OR	350000	3500000		
      O	Sertifikasi/Resertifikasi Prodi	0		0	115500000		
     521119	Belanja Barang Operasional Lainnya	0		0	75000000		A
	    -     Biaya akreditasi Prodi  [1 PRODI x 1 KL]	1	PT	75000000	75000000		
     521211	Belanja Bahan	0		0	5000000		A
	    -     Konsumsi penyusunan borang  [25 OR x 2 KL x 2 HR]	100	OK	30000	3000000		
	    -     FC bahan, atk kegiatan  [1 PKT x 2 KEG]	2	PT	1000000	2000000		
     521213	Belanja Honor Output Kegiatan	0		0	9000000		A
	    -     Narasumber persiapan akreditasi  [1 PROD x 2 OR x 1 KL x 3 JAM]	6	OJ	1500000	9000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	26500000		A
	    -     Transport narasumber  [1 PROD x 2 OR x 1 KL]	2	OK	2000000	4000000		
	    -     uang harian peserta penyusunan borang akreditasi  [25 ORG x 1 PROD x 2 KL x 2 HR]	100	OH	150000	15000000		
	    -     Transport peserta penyusunan borang  [25 ORG x 1 PRODI x 2 KL]	50	OK	150000	7500000		
      P	Kerjasama Luar Negeri	0		0	787500000		
     524211	Belanja Perjalanan Dinas Biasa - Luar Negeri	0		0	787500000		A
	    -     Transport  [5 OR x 1 KEG x 9 JUR]	45	OK	12500000	562500000		
	    -     Uang Harian  [5 OR x 1 KEG x 5 HR x 9 JUR]	225	OH	1000000	225000000		
      Q	Rapat Koordinasi Reviewer Komisi Etik Penelitian Kesehatan	0		0	8180000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	3180000		A
	    -     Konsumsi rapat  [30 OR x 2 KEG]	60	OK	53000	3180000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	5000000		A
	    -     Transport rapat peserta luar kota  [10 OR x 2 KEG]	20	OK	250000	5000000		
      R	Workshop Persiapan Akreditasi KEPK	0		0	21340000		
     521213	Belanja Honor Output Kegiatan	0		0	6000000		A
	    -     Honor Narasumber  [2 OR x 4 JAM]	8	OJ	750000	6000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	4240000		A
	    -     Konsumsi peserta  [40 OR x 2 HR]	80	OH	53000	4240000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	11100000		A
	    -     Uang harian fullboard peserta luar kota  [20 OR x 2 HR]	40	OH	130000	5200000		
	    -     Transport peserta luar kota	20	OR	250000	5000000		
	    -     Transport peserta dalam kota	6	OR	150000	900000		
      S	Pelatihan TOEFL bagi Tenaga Pendidik dan Kependidikan	0		0	477840000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	477840000		A
	    -     Elementary  [5 OR x 33 PRODI]	165	OK	760000	125400000		
	    -     Intermediate  [4 OR x 33 PRODI]	132	OK	850000	112200000		
	    -     Higher  [4 OR x 33 PRODI]	132	OK	910000	120120000		
	    -     Conversation  [4 OR x 33 PRODI]	132	OK	910000	120120000		
      T	Workshop Rencana Pelaksanaan Pembelajaran	0		0	96020000		
     521213	Belanja Honor Output Kegiatan	0		0	8000000		A
	    -     Honor Narasumber  [2 OR x 4 JAM]	8	OJ	1000000	8000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	18020000		A
	    -     Konsumsi peserta  [170 OR x 2 HR]	340	OH	53000	18020000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	70000000		A
	    -     Uang harian fullboard  [5 OR x 33 PRODI]	165	OH	150000	24750000		
	    -     Transport peserta  [5 OR x 33 PRODI]	165	OK	250000	41250000		
	    -     Transport narasumber  [2 OR x 1 KL x 1 KL x 1 PP]	2	OK	2000000	4000000		
      U	Workshop Rencana Pembelajaran Semester	0		0	99795000		
     521213	Belanja Honor Output Kegiatan	0		0	8000000		A
	    -     Honor Narasumber  [2 OR x 4 JAM]	8	OJ	1000000	8000000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	21795000		A
	    -     Konsumsi peserta  [170 OR x 2 HR]	340	OH	53000	18020000		
	    -     ATK	1	PT	3775000	3775000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	70000000		A
	    -     Uang harian fullboard  [5 OR x 33 PRODI]	165	OH	150000	24750000		
	    -     Transport peserta  [5 OR x 33 PRODI]	165	OK	250000	41250000		
	    -     Transport narasumber  [2 OR x 1 KL x 1 KL x 1 PP]	2	OK	2000000	4000000		
      V	Rapat Senat Tahunan	0		0	127720000		
     521213	Belanja Honor Output Kegiatan	0		0	30000000		A
	    -     Narasumber / Pembahas Utama  [3 OR x 5 JAM x 2 KEG]	30	OJ	1000000	30000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	97720000		A
	    -     Transport Konsultasi ke Jkt  [4 OR x 2 KL x 2 PP]	16	OK	2500000	40000000		
	    -     Uang harian  [4 OR x 3 HR x 2 KL]	24	OH	530000	12720000		
	> WORKSHOP	0		0	45000000		
	    -     Transport  [5 OR x 9 JUR x 1 PP x 2 KL]	90	OK	250000	22500000		
	    -     Uang harian  [5 OR x 9 JUR x 2 KL]	90	OK	250000	22500000		
   056	Pemberian Layanan Manajemen Pendidikan	0		0	1089565000		
      B	Poliklinik Pratama Poltekkes Semarang	0		0	50100000		
     525112	Belanja Barang	0		0	50100000		F
	> Poliklinik Kebidanan	0		0	16700000		
	    -     Bahan klinik kebidanan	1	PT	15000000	15000000		
	    -     Konsumsi rapat  [10 OR x 4 KL]	40	OK	20000	800000		
	    -     ATK  [1 PT x 12 BL]	12	PT	50000	600000		
	    -     Penggandaan / fotocopy  [1 PT x 12 BL]	12	PT	25000	300000		
	> Poliklinik gigi	0		0	16700000		
	    -     Bahan klinik gigi	1	PT	15000000	15000000		
	    -     Konsumsi rapat  [10 OR x 4 KL]	40	OK	20000	800000		
	    -     ATK  [1 PT x 12 BL]	12	PT	50000	600000		
	    -     Penggandaan / fotocopy  [1 PT x 12 BL]	12	PT	25000	300000		
	> Poliklinik umum	0		0	16700000		
	    -     Bahan klinik umum	1	PT	15000000	15000000		
	    -     Konsumsi rapat  [10 OR x 4 KL]	40	OK	20000	800000		
	    -     ATK  [1 PT x 12 BL]	12	PT	50000	600000		
	    -     Penggandaan / fotocopy  [1 PT x 12 BL]	12	PT	25000	300000		
      C	Job Fair	0		0	7931000		
     521211	Belanja Bahan	0		0	4131000		A
	    -     Konsumsi peserta job fair  [3 OR x 9 JUR x 2 HR]	54	OK	53000	2862000		
	    -     ATK	1	PT	1269000	1269000		
     521219	Belanja Barang Non Operasional Lainnya	0		0	3800000		A
	    -     Sewa stand pameran  [2 KL x 2 HR]	4	KL	950000	3800000		
      D	Promosi lulusan	0		0	220000000		
     524111	Belanja Perjalanan Dinas Biasa	0		0	220000000		A
	    -     Uang harian dalam rangka Pengenalan profil lulusan ke masyarakat  [5 OR x 20 RS x 2 KL]	200	OK	350000	70000000		
